,item_id,item_name,developer,user_id,playtime_forever,recommend,sentiment_score,posted_year,Action,Casual,Indie,Simulation,Strategy,Free to Play,RPG,Sports,Adventure,Racing,Early Access,Massively Multiplayer,Animation &amp; Modeling,Video Production,Utilities,Web Publishing,Education,Software Training,Design &amp; Illustration,Audio Production,Photo Editing,Accounting
750544,417860,Emily is Away,Kyle Seeley,lazrknight,9,True,0,2014,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
53252,237110,Mortal Kombat Komplete Edition,"NetherRealm Studios,High Voltage Software",threashold,3,True,2,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1198191,230410,Warframe,Digital Extremes,jackthesexybeast,35,True,2,2014,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107485,108500,Vessel,Strange Loop Games,seek83,57,True,2,2014,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115940,317360,Double Action: Boogaloo,Double Action Factory,Joshieboy2811,5,True,0,2014,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26327,224760,FEZ,Polytron Corporation,minecraftdude1111,93,False,0,2014,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550533,218640,Lucius,Shiver Games,76561198079378923,63,True,2,2014,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
287974,262410,World of Guns: Gun Disassembly,Noble Empire Corp.,76561198071442543,24,True,2,2013,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
611597,228380,Next Car Game: Wreckfest,Bugbear,76561198064442424,22,True,2,2014,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1030998,280,Half-Life: Source,Valve,apocalypticgaming,7,True,2,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615143,277430,Halo: Spartan Assault,"Vanguard Games,343 Industries",MrBambi2,8,True,2,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1003834,42910,Magicka,Arrowhead Game Studios,monfrizzle,12,True,2,2013,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583006,212800,Super Crate Box,Vlambeer,76561198071102818,12,True,2,2015,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1129086,200170,Worms Revolution,Team17 Digital Ltd,RexTrigger,65,True,0,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
903934,55100,Homefront,"Kaos Studios,Digital Extremes",rezmwashere,16,True,2,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756330,382490,Relic Hunters Zero,Rogue Snail,ThatMisterOps,47,True,2,2015,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91804,70,Half-Life,Valve,luketowers,5,True,2,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1151370,224260,No More Room in Hell,No More Room in Hell Team,76561198095337381,11,True,2,2014,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226651,223710,Cry of Fear,Team Psykskallar,mixadance,25,True,2,2013,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1021649,444640,Bloons TD Battles,Ninja Kiwi,76561198069758889,43,True,0,2015,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586329,70600,Worms Ultimate Mayhem,Team17 Digital Ltd,Kyle_The_Great,21,True,2,2015,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
830561,230700,La-Mulana,NIGORO,Joshua12345195,8,True,2,2015,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
350372,244870,Electronic Super Joy,Michael Todd Games,onehundredbullets,68,True,2,2014,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1065539,500,Left 4 Dead,Valve,76561198088391518,51,True,2,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350968,252310,Syder Arcade,Studio Evil,Ilikesalad,2,True,2,2014,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1146973,41300,Altitude,Nimbly Games,76561198081443272,29,True,0,2015,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
952487,8190,Just Cause 2,Avalanche Studios,76561198064619367,2,True,0,2014,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10406,269250,WORLD END ECONOMiCA episode.01,Spicy Tails,76561198039441595,73,True,2,2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
972406,239660,Soldier Front 2,Dragonfly,76561198080302623,2,True,2,2013,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382143,257790,Riptide GP2,Vector Unit,remyau,4,True,2,2015,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
106552,18500,Defense Grid: The Awakening,Hidden Path Entertainment,dumpface,71,True,2,2011,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702301,263700,Muffin Knight,Angry Mob Games,Thisbananaistastyfam,20,True,2,2015,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
953926,338180,Batla,[geim].pro,76561198096736743,8,True,2,2015,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369194,91600,Sanctum,Coffee Stain Studios,76561198119416277,17,True,2,2014,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98055,236090,Dust: An Elysian Tail,Humble Hearts LLC,MonsOlympus,18,True,2,2014,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
147192,42910,Magicka,Arrowhead Game Studios,likeabauxite,48,True,2,2012,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543766,40800,Super Meat Boy,Team Meat,ImSleepy_,10,True,2,2014,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
977493,8190,Just Cause 2,Avalanche Studios,HAYABEEN,1,True,2,2015,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
318218,252410,SteamWorld Dig,Image &amp; Form,proletar666,71,True,2,2014,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
895882,22350,BRINK,Splash Damage,SirBob,51,True,2,2014,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
785671,348460,Bierzerkers,Shield Break Studios,76561198064563804,35,True,2,2014,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1029104,302830,BLOCKADE 3D,Shumkov Dmitriy,ZezzMan,26,True,2,2014,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
404456,104900,ORION: Prelude,"Trek Industries, Inc",JayKayGray,67,True,2,2014,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
320045,211580,Wanderlust: Rebirth,Yeti Trunk,Ovakil,86,True,2,2015,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
844749,49520,Borderlands 2,"Gearbox Software,Aspyr (Mac &amp; Linux)",Fluxxcore99,93,True,2,2015,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1091801,220780,Thomas Was Alone,Bithell Games,76561198050691628,80,True,2,2014,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209530,301700,Numba Deluxe,Cobra Mobile,Outbackalien,23,True,0,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1015745,345650,Without Within,InvertMouse,HumanBoy,1,True,2,2014,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
748087,340,Half-Life 2: Lost Coast,Valve,Striker146,18,True,2,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56421,73230,Majesty Gold HD,Cyberlore,stuntaneous,1,True,2,2013,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545460,65930,The Bureau: XCOM Declassified,2K Marin,nukem2000,37,True,2,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572981,314210,Tesla Breaks the World!,Archetype Global,Terminally-Chill,55,True,0,2015,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1030732,355180,Codename CURE,Hoobalugalar_X,76561198082945647,65,True,2,2014,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538845,385770,Time Clickers,Proton Studio Inc,UZS,24,False,2,2014,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
953157,214970,Intrusion 2,Aleksey Abramenko,YOuevenRoBOtMeOw,17,True,2,2014,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295654,9940,Blade Kitten,Krome Studios,76561198053793261,21,True,0,2014,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
836967,201480,Serious Sam: The Random Encounter,"Vlambeer,Croteam",WiseChocolate,12,True,0,2014,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507954,113200,The Binding of Isaac,Edmund McMillen and Florian Himsl,76561198083711394,89,True,2,2014,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
912345,311690,Enter the Gungeon,Dodge Roll,76561198052914690,94,True,2,2014,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1088730,305260,Battle Islands,DR Studios,76561198105276761,34,True,2,2014,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
765242,257510,The Talos Principle,Croteam,63Hayden,15,True,2,2015,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1073425,427270,Orcs Must Die! Unchained,Robot Entertainment,L4M1NAS,11,True,2,2015,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124427,16720,Velvet Assassin,Replay Studios,mysterd,7,True,2,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
982158,240,Counter-Strike: Source,Valve,ritzyswordfish,28,True,2,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1202412,291550,Brawlhalla,Blue Mammoth Games,76561198299095634,49,True,2,2014,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1146946,317360,Double Action: Boogaloo,Double Action Factory,dijakeplays,72,True,2,2015,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
957250,225420,Cities in Motion 2,Colossal Order Ltd.,mr_monkey09,10,True,2,2012,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
795550,48000,LIMBO,Playdead,heavykiinthesandvichborn,1,True,2,2015,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
405370,248570,Toribash,Nabi Studios,Neoquinn,47,True,2,2014,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51767,301460,Electronic Super Joy: Groove City,"Michael Todd Games,Yazar Media Group LLC",cyberjepp,76,True,0,2014,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325431,346900,AdVenture Capitalist,Hyper Hippo Games,76561198038259400,60,True,2,2014,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
931214,387990,Scrap Mechanic,Axolot Games,76561198096922815,92,True,2,2015,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
508703,391540,Undertale,tobyfox,iamthekingofbrowntown,11,False,0,2015,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141886,293840,Cult of the Wind,North of Earth,WNPlayer,4,True,0,2015,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152688,9480,Saints Row 2,Volition,thekushcorner,51,True,2,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164117,266010,LYNE,Thomas Bowker,heyitissantooo,75,True,2,2011,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
784765,436110,Medusa's Labyrinth,Guru Games,recoilcomaero,4,True,2,2014,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1125766,301520,Robocraft,Freejam,rootEnginear,1,True,2,2014,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
482879,232790,Broken Age,Double Fine Productions,hoppeduppeanut,82,True,2,2015,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
423334,391130,STEEL RIVALS,nuGAME,komarexpl,88,True,0,2014,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108722,248570,Toribash,Nabi Studios,kishacat,7,True,2,2015,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555609,17460,Mass Effect,BioWare,immunity,14,True,2,2013,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
788200,321480,Sigils of Elohim,Croteam,sniperwolfez,9,True,2,2014,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
858780,224600,Defiance,"Trion Worlds, Inc.",HeerFuhrurVonAuchwitz,37,True,2,2012,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
93090,16450,F.E.A.R. 2: Project Origin,Monolith,Azzanation,92,True,2,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159058,313120,Stranded Deep,Beam Team Games,JustinQ7,29,False,2,2015,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1061424,389570,Mitos.is: The Game,Freakinware Studios,76561198072983863,1,False,0,2015,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629452,208090,Loadout,Edge of Reality,TrackFight,18,False,2,2014,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
988844,341720,Among Ripples,Eat Create Sleep,76561198093148567,8,False,2,2014,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
978024,339120,Fork Parker's Holiday Profit Hike,Dodge Roll,76561198088932660,1,True,2,2014,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
873799,233450,Prison Architect,Introversion Software,ItsDerRey,19,True,2,2014,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1077371,316010,Magic Duels,Stainless Games Ltd.,Jollyjawa,85,False,2,2014,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
849423,341720,Among Ripples,Eat Create Sleep,Z427,19,True,0,2015,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
890596,344760,Reign Of Kings,Code}{atch,elchig,67,True,0,2015,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
571609,269490,Bardbarian,TreeFortress Games,holty07,80,True,2,2013,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1037323,17080,Tribes: Ascend,Hi-Rez Studios,76561198088416466,4,True,2,2014,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1032278,300380,Road Redemption,"Pixel Dash Studios, EQgames",NATETHEGOD,47,True,2,2014,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
796012,274270,NOT A HERO,Roll7,alikazamer,86,True,2,2013,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
563509,201570,Really Big Sky,Boss Baddie,willietrombone,14,True,0,2015,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724881,201790,Orcs Must Die! 2,Robot Entertainment,76561198052789736,17,True,2,2014,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367348,200940,Sonic CD,Blit Software,rcdarkangel,2,True,2,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357080,375950,Viridi,Ice Water Games,TempaDick,12,True,0,2014,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,70000,Dino D-Day,800 North and Digital Ranch,saint556,24,True,2,2014,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290088,33910,Arma 2,Bohemia Interactive,76561198099532181,21,True,2,2014,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1052895,230190,War for the Overworld,Brightrock Games,PanzerGuy,57,True,2,2014,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174008,263700,Muffin Knight,Angry Mob Games,Efreak,34,True,2,2013,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
197226,231430,Company of Heroes 2,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",RebellionRob,64,False,2,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496609,227180,Kingdom Wars,Reverie World Studios,76561198007799026,52,True,0,2011,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1103953,304050,Trove,Trion Worlds,akene45,22,True,0,2015,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
244807,218230,PlanetSide 2,Daybreak Game Company,Teenrouge,30,True,0,2015,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
745644,260430,The Four Kings Casino and Slots,Digital Leisure Inc.,jamesmasterx,39,True,2,2014,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
464099,200510,XCOM: Enemy Unknown,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",asnnerd,49,True,0,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311662,9480,Saints Row 2,Volition,76561198024894178,54,True,2,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321133,247000,Talisman: Digital Edition,Nomad Games,stverbal,4,True,2,2015,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707143,221640,Super Hexagon,Terry Cavanagh,Theta5Who,2,True,2,2014,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235153,3720,Evil Genius,Elixir Studios,hedged,70,True,2,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154080,313120,Stranded Deep,Beam Team Games,fieryluck,20,True,2,2015,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
683247,209330,A Valley Without Wind,"Arcen Games, LLC",76561198051748820,95,True,0,2011,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
287699,2290,Final DOOM,id Software,76561198068164387,1,True,2,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224567,263420,Probably Archery,South East Games,mda7,73,False,2,2015,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
681032,213030,Penny Arcade's On the Rain-Slick Precipice of Darkness 3,Zeboyd Games,koshara,5,True,0,2014,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
733377,257400,Fuse,Mixamo,SIEGHEILGRAMMAR,6,True,2,2014,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0
1057723,301520,Robocraft,Freejam,--ionex--,68,True,2,2014,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
831668,265630,Fistful of Frags,Fistful of Frags Team,zaaikbr,29,True,2,2014,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289352,219640,Chivalry: Medieval Warfare,Torn Banner Studios,TheSuchWow,42,True,0,2014,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302734,32380,STAR WARS™ Jedi Knight: Dark Forces II,LucasArts,OfficialVinyldash,9,True,2,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587537,349480,Modular Combat,Ascension Entertainment LLC,JUEJUEhue,41,True,2,2015,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408285,323370,TERA,"Bluehole, Inc.",DontCareForURL,84,False,0,2014,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
233082,283290,Nosferatu: The Wrath of Malachi,Idol FX,76561198044023118,80,True,2,2015,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
731295,302010,The Blue Flamingo,Might and Delight,76561198060859342,16,True,2,2014,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233253,263360,3089 -- Futuristic Action RPG,Phr00t's Software,76561198044023118,91,True,2,2015,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
897998,268850,EVGA Precision XOC,EVGA,PyroProfile,7,True,2,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1050271,212070,Star Conflict,Star Gem Inc.,76561198126411307,25,True,2,2014,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
192464,65930,The Bureau: XCOM Declassified,2K Marin,76561198044736260,29,True,2,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51285,214560,Mark of the Ninja,Klei Entertainment,kantbigdick,2,True,2,2014,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
115571,26800,Braid,Number None,thestreetsshallrunwhite,78,False,0,2015,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248108,375820,Human Resource Machine,Tomorrow Corporation,maxmaker12,57,True,2,2015,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129055,65800,Dungeon Defenders,Trendy Entertainment,Remo191,68,True,2,2014,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470181,205810,Jagged Alliance: Crossfire,Coreplay GmbH,76561198087017601,3,True,2,2013,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14362,411180,Dota 2 Player Profiles,,chidvd,18,True,2,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31367,405530,Veer,Some-Fish,76561198097591088,18,True,2,2014,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
394531,354200,Aberoth,"Jarbit,Castle art by Yuriy Gusev",FurnitureGerbil,1,True,2,2014,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
410031,312990,The Expendabros,Free Lives,b0ing,69,True,2,2015,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
947084,298260,Only If,Creability,IkarosSenpai,6,True,2,2014,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44915,206440,To the Moon,Freebird Games,Dimmerworld,18,True,2,2014,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
94318,63800,Delve Deeper,Lunar Giant,Azzanation,35,True,2,2014,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
39901,24740,Burnout Paradise: The Ultimate Box,Criterion Games,sprocketw,21,True,2,2014,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
771902,340,Half-Life 2: Lost Coast,Valve,n00bmobile,24,True,2,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118135,253880,Earth 2150 Trilogy,Reality Pump Studios,kodell,8,False,2,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15537,284730,Dark Arcana: The Carnival,Artifex Mundi,chidvd,76,True,2,2015,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
690241,201420,Toki Tori 2+,Two Tribes,fruitpunchiiz,53,True,2,2014,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
449040,314200,Bionic Heart,Winter Wolves,Griffsta,42,False,2,2014,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1012080,278460,Skyborn,Dancing Dragon Games,maxibon9000,9,True,2,2014,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528352,33910,Arma 2,Bohemia Interactive,AwesomeDoofus,9,True,2,2013,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
691970,349720,Audition Online,T3 Entertainment,76561198038398765,12,True,0,2014,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
86225,304930,Unturned,Smartly Dressed Games,76561198045884541,8,True,2,2015,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28789,243040,Startopia,,76561198060787863,5,True,2,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254359,497400,1 Moment Of Time: Silentville,2 Monkeys,76561198159037032,15,True,2,2014,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38629,234190,Receiver,Wolfire Games,ActionMedic,14,True,2,2014,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1025760,209870,Blacklight: Retribution,Hardsuit Labs,KurusuElVAC,22,True,2,2015,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389622,274310,Always Sometimes Monsters,Vagabond Dog,xychome,4,False,2,2014,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1123515,317400,Portal Stories: Mel,Prism Game Studios Ltd.,76561198079705633,82,False,2,2015,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
790564,105450,Age of Empires® III: Complete Collection,Ensemble Studios,insertnameherere,62,False,2,2014,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
